words	pos	ner
['The', 'best', 'part', 'about', 'your', 'videos', 'is', 'the', 'way', 'you', 'present', 'stuff', ',', 'the', 'video', 'is', 'always', 'well', 'written', ',', 'the', 'humour', 'makes', 'it', 'even', 'better', 'plus', 'the', 'innovation', 'you', 'put', 'into', 'stuff', 'if', 'brilliant', '.', 'Great', 'idea', 'with', 'the', 'clear', 'S', '8', '.']	['DT', 'JJS', 'NN', 'IN', 'PRP$', 'NN', 'VBZ', 'DT', 'NN', 'PRP', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'RB', 'RB', 'VBN', ',', 'DT', 'NN', 'VBZ', 'PRP', 'RB', 'RBR', 'CC', 'DT', 'NN', 'PRP', 'VBP', 'IN', 'NN', 'IN', 'JJ', '.', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']
['ZWEIBRUCKEN', '!', 'I', 'lived', 'there', 'as', 'a', 'kid', 'right', 'before', 'they', 'closed', 'the', 'base', '.']	['NN', '.', 'PRP', 'VBD', 'RB', 'IN', 'DT', 'NN', 'NN', 'IN', 'PRP', 'VBD', 'DT', 'NN', '.']	['B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['She', 'probably', 'wo', 'n', ""'"", 't', 'be', 'playing', 'with', 'emergency', 'doors', 'ever', 'again', '.', 'Glad', 'she', ""'"", 's', 'safe', 'though', '.']"	"['PRP', 'RB', 'MD', 'VB', 'POS', 'NN', 'VB', 'VBG', 'IN', 'NN', 'NNS', 'RB', 'RB', '.', 'NNP', 'PRP', ""''"", 'JJ', 'JJ', 'IN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Done', 'notifications', 'on']	['NNP', 'NNS', 'IN']	['O', 'O', 'O']
"['That', ""'"", 's', 'probably', 'Wendy', ""'"", 's', 'biggest', 'dream', 'coming', 'true', ':', 'he', 'confirmed', 'the', 'Fantasy', 'at', 'the', 'hospital', 'story', 'AND', 'answered', 'it', 'all', 'about', 'Mariah', 'hahahahahaha']"	"['DT', ""''"", 'NN', 'RB', 'NNP', 'POS', 'NN', 'JJS', 'NN', 'VBG', 'JJ', ':', 'PRP', 'VBD', 'DT', 'NNP', 'IN', 'DT', 'NN', 'NN', 'CC', 'VBD', 'PRP', 'DT', 'IN', 'NNP', 'NN']"	['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
['Don', 'muthafuckin', 'Cheadle', 'ladies', 'and', 'gentlemen', '.']	['NNP', 'VBD', 'NNP', 'NNS', 'CC', 'NNS', '.']	['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']
['I', 'looked', 'forever', 'to', 'find', 'the', 'Toyota', 'from', 'your', 'thumbnail', 'in', 'the', 'vlog', '!', 'when', 'do', 'I', 'see', 'it', '?', '!', '!']	['PRP', 'VBD', 'RB', 'TO', 'VB', 'DT', 'NNP', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.', 'WRB', 'VBP', 'PRP', 'VB', 'PRP', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['My', 'cousin', 'is', 'Tyler', 'Boyd', '.', 'I', ""'"", 'm', 'surprised', 'to', 'see', 'the', 'bengals', 'pickup', 'a', 'wide', 'out', 'first', 'round', '.']"	"['PRP$', 'NN', 'VBZ', 'NNP', 'NNP', '.', 'PRP', ""''"", 'NNS', 'VBD', 'TO', 'VB', 'DT', 'NNS', 'VBP', 'DT', 'JJ', 'IN', 'JJ', 'NN', '.']"	['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kids', 'are', 'so', 'brutally', 'honest', '.', 'Poor', 'Jimmy', 'xD']	['NNS', 'VBP', 'RB', 'RB', 'JJS', '.', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
['Ledger', '>', '>', '>', '>', '>', 'Every', 'Joker', 'ever']	['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'RB']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
['I', 'LOVE', 'THIS', 'AJBDUENNDJD']	['PRP', 'VBP', 'NNP', 'NNP']	['O', 'O', 'O', 'O']
['my', 'cat', 'would', 'not', 'allow', 'me', 'to', 'put', 'him', 'ina', 'pouch', '.', 'Hed', 'claw', 'the', 'hell', 'outta', 'me', '!']	['PRP$', 'NN', 'MD', 'RB', 'VB', 'PRP', 'TO', 'VB', 'PRP', 'VB', 'JJ', '.', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['is', 'that', 'Mauro', 'renallo', '?']	['VBZ', 'IN', 'NNP', 'VB', '.']	['O', 'O', 'B-person', 'I-person', 'O']
['my', 'favorite', 'puppy', 'is', 'brown', 'and', 'white', 'too', 'peyton', 'and', 'i', 'have', 'went', 'camping', 'before', 'and', 'GREAT', 'VIDOI']	['PRP$', 'JJ', 'JJ', 'VBZ', 'JJ', 'CC', 'JJ', 'RB', 'JJ', 'CC', 'NNS', 'VBP', 'VBD', 'VBG', 'IN', 'CC', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Casey', 'has', 'officially', 'reached', 'spider-man', 'status', '.']	['NNP', 'VBZ', 'RB', 'VBN', 'JJ', 'NN', '.']	['B-person', 'O', 'O', 'O', 'B-person', 'O', 'O']
['dude', 'that', 'was', 'savage']	['NN', 'WDT', 'VBD', 'NN']	['O', 'O', 'O', 'O']
['Every', 'fucktard', 'is', 'a', 'backyard', 'mechanic', 'dispensing', 'BAD', 'advice']	['DT', 'NN', 'VBZ', 'DT', 'NN', 'NN', 'VBG', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'just', 'love', 'how', 'he', 'started', 'his', 'audition', 'with', 'Clair', 'de', 'Lune', 'which', 'is', 'my', 'favorite', 'piece', '!']	['PRP', 'RB', 'VB', 'WRB', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'WDT', 'VBZ', 'PRP$', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O']
['So', 'no', 'ones', 'gonna', 'talk', 'about', 'Kane', 'dry', 'humping', 'in', 'the', 'garage', 'before', 'the', 'party', '.', '.', '.']	['RB', 'DT', 'NNS', 'RB', 'VBP', 'IN', 'NNP', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Aw', ',', 'this', 'is', 'adorable', '.', 'I', 'especially', 'love', 'the', 'faces', 'Shasta', 'makes', 'every', 'time', 'he', ""'"", 's', 'told', 'to', 'turn', 'it', 'back', 'on', '.']"	"['RB', ',', 'DT', 'VBZ', 'JJ', '.', 'PRP', 'RB', 'VBP', 'DT', 'VBZ', 'NNP', 'VBZ', 'DT', 'NN', 'PRP', ""''"", 'JJ', 'VBD', 'TO', 'VB', 'PRP', 'RB', 'IN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['This', 'guy', ""'"", 's', 'smooth', 'AF', 'ð\x9f\x98\x82', 'ð\x9f\x91\x8d']"	"['DT', 'NN', ""''"", 'JJ', 'JJ', 'NNP', 'NNP', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Might', 'as', 'well', 'be', 'deaf', '.', 'Lab', 'results', 'are', 'falsified', 'to', 'keep', 'doctors', 'out', 'of', 'court', '.', 'So', 'much', 'for', 'HIPAA', 'Law', '.']	['NNP', 'RB', 'RB', 'VB', 'VBN', '.', 'JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'NNS', 'IN', 'IN', 'NN', '.', 'RB', 'JJ', 'IN', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O']
['im', 'a', 'minecraft', 'gamer', 'and', 'grian', 'fan', 'so', 'i', 'can', 'say', 'that', 'your', 'house', 'is', 'horroble']	['VB', 'DT', 'NN', 'NN', 'CC', 'JJ', 'NN', 'IN', 'JJ', 'MD', 'VB', 'IN', 'PRP$', 'NN', 'VBZ', 'JJ']	['O', 'O', 'B-product', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'really', 'do', 'think', 'Stan', 'Lee', 'is', 'The', 'Watcher', 'and', 'when', 'he', 'passes', 'they', 'will', 'make', 'a', 'subplot', 'about', 'it', '<', '3']	['PRP', 'RB', 'VBP', 'VB', 'NNP', 'NNP', 'VBZ', 'DT', 'NNP', 'CC', 'WRB', 'PRP', 'VBZ', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBZ', 'CD']	['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['WAS', 'THAT', 'ELEKTRA', '!', '!', '!', '!', '!']	['NNP', 'NNP', 'NNP', '.', '.', '.', '.', '.']	['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
['if', 'i', 'like', 'a', 'style', 'is', 'Evi']	['IN', 'VBN', 'IN', 'DT', 'NN', 'VBZ', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person']
['Stop', 'singing', '!', '!', '!', '!']	['NNP', 'NN', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O']
['without', 'sunil', 'grover', 'show', 'is', 'very', 'borring', 'missing', 'to', 'sunil', 'gover', 'ali', 'askar', ',', 'chandu']	['IN', 'JJ', 'NN', 'NN', 'VBZ', 'RB', 'VBG', 'VBG', 'TO', 'VB', 'NN', 'NN', 'NN', ',', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person']
['How', 'can', 'a', 'beam', 'of', 'light', 'moving', 'faster', 'than', 'light', 'NOT', 'transfer', 'any', 'information', '?']	['WRB', 'MD', 'DT', 'NN', 'IN', 'JJ', 'VBG', 'RBR', 'IN', 'JJ', 'NNP', 'VB', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['In', '15', 'years', 'this', 'audience', 'will', 'be', 'cheering', 'a', 'trump', 'impersonator', '.', 'People', 'are', 'dumb', '.']	['IN', 'CD', 'NNS', 'DT', 'NN', 'MD', 'VB', 'VBG', 'DT', 'NN', 'NN', '.', 'NNS', 'VBP', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['did', 'you', 'not', 'try', 'zero', 'latency', 'vr', '.', 'i', 'have', 'been', 'to', 'the', 'one', 'in', 'australia', 'and', 'its', 'awsome']	['VBD', 'PRP', 'RB', 'VB', 'CD', 'NN', 'NN', '.', 'NNS', 'VBP', 'VBN', 'TO', 'DT', 'NN', 'IN', 'NN', 'CC', 'PRP$', 'NN']	['O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O']
['Is', 'tamina', 'heel', 'or', 'face', '?', '?', '?']	['VBZ', 'JJ', 'NN', 'CC', 'NN', '.', '.', '.']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
"['Willies', 'music', ',', 'the', 'style', 'it', ""'"", 's', 'amazing', 'how', 'he', ""'"", 's', 'himself', ',', 'creative', ',', 'his', 'own', 'style', ',', 'his', 'voice', ',', 'what', 'i', 'really', 'like', 'about', 'Willie', 'Nelson', 'is', 'he', ""'"", 's', 'himself', ',', 'i', 'love', 'reabeating', 'it', '.']"	"['NNS', 'NN', ',', 'DT', 'NN', 'PRP', ""''"", 'JJ', 'VBG', 'WRB', 'PRP', ""''"", 'NN', 'PRP', ',', 'JJ', ',', 'PRP$', 'JJ', 'NN', ',', 'PRP$', 'NN', ',', 'WP', 'VBZ', 'RB', 'JJ', 'IN', 'NNP', 'NNP', 'VBZ', 'PRP', ""''"", 'NN', 'PRP', ',', 'RB', 'VBP', 'VBG', 'PRP', '.']"	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Jar', 'jar', 'binx', 'is', 'a', 'dic', '#']	['NNP', 'NN', 'NN', 'VBZ', 'DT', 'JJ', '#']	['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']
['With', 'the', 'first', 'lambo', 'the', 'house', 'dont', 'looks', 'so', 'nice', '?', '?', '?', '?', '?', '?', 'Photoshop', '?', '?', '?']	['IN', 'DT', 'JJ', 'VBZ', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'JJ', '.', '.', '.', '.', '.', '.', 'VB', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O']
['put', 'a', 'Lamborghini', 'poster', 'on', 'one', 'of', 'his', 'walls']	['VB', 'DT', 'NNP', 'NN', 'IN', 'CD', 'IN', 'PRP$', 'NNS']	['O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O']
['Scotty', 'looks', 'so', 'sad', 'here', '.', 'So', 'on', 'brand', 'lol', 'i', 'love', 'him']	['NNP', 'VBZ', 'RB', 'JJ', 'RB', '.', 'RB', 'IN', 'NN', 'NN', 'JJ', 'VBP', 'PRP']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['That', 'was', 'freakin', 'AWESOME', '!']	['DT', 'VBD', 'JJ', 'NNP', '.']	['O', 'O', 'O', 'O', 'O']
['salute', 'to', 'sitaram', 'katel', 'and', 'kunjana']	['NN', 'TO', 'VB', 'NN', 'CC', 'VB']	['O', 'O', 'B-person', 'I-person', 'O', 'B-person']
['Please', 'tell', 'me', 'that', 'Rift', 'herald', 'still', 'will', 'have', 'that', 'easter', 'egg', 'of', 'if', 'you', 'dance', 'she', 'dances', '.', 'I', 'love', 'to', 'do', 'that', 'when', 'im', 'jungle', 'and', 'waiting', 'for', 'camps', 'to', 'respawn']	['NNP', 'VB', 'PRP', 'IN', 'NNP', 'NN', 'RB', 'MD', 'VB', 'DT', 'JJR', 'NN', 'IN', 'IN', 'PRP', 'VBP', 'PRP', 'VBZ', '.', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'WRB', 'NN', 'NN', 'CC', 'VBG', 'IN', 'NNS', 'TO', 'VB']	['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Lil', 'Sly-', 'Turn', 'Up', 'Green', '#', 'NextToBlow']	['NNP', 'NNP', 'NNP', 'NNP', 'NNP', '#', 'NNP']	['B-person', 'I-person', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O']
"['Am', 'I', 'the', 'only', 'thinking', 'there', 'for', 'looks', 'do', 'good', 'and', 'wondering', 'where', 'it', ""'"", 's', 'from', 'lol']"	"['NNP', 'PRP', 'DT', 'RB', 'NN', 'RB', 'IN', 'NNS', 'VBP', 'JJ', 'CC', 'VBG', 'WRB', 'PRP', ""''"", 'NN', 'IN', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['good', 'video', 'Dude', '.', 'do', 'n', ""'"", 't', 'listen', 'to', 'the', 'haters']"	"['JJ', 'NN', 'NNP', '.', 'VB', 'DT', ""''"", 'NN', 'NN', 'TO', 'DT', 'NNS']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Anytime', 'you', 'build', 'a', 'pc', 'with', 'only', 'one', 'gpu', ',', 'go', 'mini', 'itx', '.']	['NNP', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'RB', 'CD', 'NN', ',', 'VB', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']
['Fake', 'channel', '!']	['NNP', 'NN', '.']	['O', 'O', 'O']
"['OMG', ',', 'I', 'ca', 'n', ""'"", 't', 'believe', 'it', 'ahahahha', 'I', 'bet', 'she', 'was', 'thinking', '""', 'Yes', ',', 'okok', '.', '.', '.', 'kinda', 'cocky', 'tbh', '""', 'lol']"	['NNP', ',', 'PRP', 'MD', 'VB', 'POS', 'JJ', 'VBP', 'PRP', 'VBZ', 'PRP', 'VBD', 'PRP', 'VBD', 'VBG', 'JJ', 'NNP', ',', 'NN', '.', '.', '.', 'VB', 'JJ', 'NN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['gonna', 'make', 'damn', 'sure', 'they', 'keep', 'making', 'billions', '.', '.', '.', 'cuz', 'If', 'you', 'keep', 'Vin', ',', 'Dwayne', ',', 'Ty', ',', 'Luda', ',', 'Jason', '&', 'Michelle', '.', '.', '.', 'I', 'will', 'keep', 'watching', '!']	['NNS', 'VBP', 'JJ', 'JJ', 'PRP', 'VBP', 'VBG', 'NNS', '.', '.', '.', 'NN', 'IN', 'PRP', 'VBP', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'NNP', '.', '.', '.', 'PRP', 'MD', 'VB', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Where', ""'"", 's', 'the', 'Jetta', 'and', '350', 'z', '.', '_', '.']"	"['WRB', ""''"", 'VBZ', 'DT', 'NNP', 'CC', 'CD', 'NN', '.', 'NN', '.']"	['O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'I-product', 'O', 'O', 'O']
"['we', 'do', 'n', ""'"", 't', 'have', 'it', 'in', 'french', 'disney', 'parks', ':', '(', 'Mo', ""'"", 'at', 'is', 'really', 'beautiful', 'like', 'in', 'the', 'movie', ',', 'she', 'inspires', 'me', 'for', 'a', 'next', 'cosplay-dance', 'dress', 'with', 'led', 'wings']"	"['PRP', 'VBP', 'DT', ""''"", 'NNS', 'VBP', 'PRP', 'IN', 'JJ', 'NN', 'NNS', ':', '(', 'NNP', 'POS', 'IN', 'VBZ', 'RB', 'JJ', 'IN', 'IN', 'DT', 'NN', ',', 'PRP', 'VBZ', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NNS']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['its', 'so', 'painful', 'to', 'watch', 'the', 'way', 'Suzanne', 'and', 'Wendy', 'interact', '.', '.', '.', '.']	['PRP$', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NNP', 'CC', 'NNP', 'NN', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
['south', 'movies', 'are', 'on', 'the', 'way', 'to', 'become', 'best', 'than', 'Bollywood', 'due', 'to', 'their', 'scripts', 'and', 'action', '.']	['JJ', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'TO', 'VB', 'JJS', 'IN', 'NNP', 'JJ', 'TO', 'PRP$', 'NNS', 'CC', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Hey', 'guys', ',', 'this', 'is', 'unbox', 'advertisement', 'therapy', ',', 'today', 'will', 'take', 'a', 'look', 'at', 'an', 'acer', 'that', 'is', 'basically', 'a', 'lenovo', 'yoga', 'laptop', '""', '-', 'wow', '.']"	['NN', 'NNP', 'NNS', ',', 'DT', 'VBZ', 'JJ', 'JJ', 'NN', ',', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'RB', 'DT', 'NN', 'NN', 'JJ', 'NNP', ':', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'B-corporation', 'B-product', 'I-product', 'O', 'O', 'O', 'O']
['Good', 'luck', 'to', 'you', 'and', 'Davis', 'with', 'everything', '!', 'So', 'exciting', 'and', 'I', 'totally', 'wish', 'I', 'could', 'attend', 'your', 'yard', 'sale', 'I', 'can', 'only', 'imagine', 'all', 'the', 'great', 'things', '!']	['JJ', 'NN', 'TO', 'PRP', 'CC', 'VB', 'IN', 'NN', '.', 'RB', 'JJ', 'CC', 'PRP', 'RB', 'VBP', 'PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NN', 'PRP', 'MD', 'RB', 'VB', 'PDT', 'DT', 'JJ', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['One', 'word', ',', 'Powerful']	['CD', 'NN', ',', 'NNP']	['O', 'O', 'O', 'O']
['Iphone', '7', 'comes', 'with', 'a', 'dongle', '.']	['CD', 'CD', 'VBZ', 'IN', 'DT', 'NN', '.']	['B-product', 'I-product', 'O', 'O', 'O', 'O', 'O']
['#', 'BRINGKEPTOBACK']	['#', 'NNP']	['O', 'O']
['Please', 'add', 'feature', 'of', 'offline', 'download', 'in', 'ozee']	['NNP', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'IN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']
"['lol', 'hhay', 'sometimes', 'Beauty', ""'"", 's', 'mother', 'reminds', 'me', 'of', 'Amos', 'from', 'uZalo']"	['NN', 'NN', 'RB', 'NNP', 'POS', 'NN', 'NN', 'VBZ', 'PRP', 'IN', 'NNP', 'IN', 'JJ']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-creative-work']
['I', 'loved', 'the', 'GPK', ':', 'Movie', '!', '!', '!']	['PRP', 'VBD', 'DT', 'NNP', ':', 'NN', '.', '.', '.']	['O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']
['Come', 'to', 'Ireland', 'again', 'pleeeeease', '!', 'Jay', '&', 'Trish', 'are', 'craving', 'some', 'tra', 'la', 'traaah', 'ah', 'la', '<', '3']	['NNP', 'TO', 'NNP', 'RB', 'NN', '.', 'NNP', 'CC', 'NNP', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'NN', 'NN', 'NN', 'VBD', 'CD']	['O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Super', 'bock', 'beer', '!', '!', 'Great', 'taste', 'ð\x9f\x98\x8a']	['NNP', 'NN', 'NN', '.', '.', 'NNP', 'NN', 'NN']	['B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O']
"['I', 'know', 'I', ""'"", 'm', 'late', ',', 'but', 'one', 'of', 'his', 'favorite', 'channels', 'is', 'ThreadBanger', '!', '!']"	"['PRP', 'VBP', 'PRP', ""''"", 'NN', 'RB', ',', 'CC', 'CD', 'IN', 'PRP$', 'JJ', 'NNS', 'VBZ', 'JJR', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O']
['Ive', 'been', 'waiting', 'for', 'this']	['NNP', 'VBN', 'VBG', 'IN', 'DT']	['O', 'O', 'O', 'O', 'O']
['yeah', '.', '.', 'Great', 'video', 'it', 'protect', 'us', 'from', 'dangerous', 'slide', '.', 's', '.', '.']	['NN', '.', '.', 'JJ', 'NN', 'PRP', 'VBP', 'PRP', 'IN', 'JJ', 'NN', '.', 'NN', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Great', 'video', '!', 'Good', 'comparisons', 'between', 'the', 'ipad', 'and', 'the', 'Ipad', 'pro', '!']	['NNP', 'NN', '.', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'CC', 'DT', 'NNP', 'FW', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-product', 'I-product', 'O']
['That', 'bands', 'right', 'up', 'there', 'with', 'Weird', 'Al', '.']	['DT', 'VBZ', 'JJ', 'IN', 'RB', 'IN', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']
['Wow', 'smart', 'man']	['NNP', 'JJ', 'NN']	['O', 'O', 'O']
['it', 's', 'mine', '1020', 'ky']	['PRP', 'VBZ', 'JJ', 'CD', 'NN']	['O', 'O', 'O', 'O', 'O']
